0.770997,-0.258119,-0.002612,0.211698,-0.201816,-0.065592,0.088551,-0.230039,-0.511671,-0.020863,-0.030946,-0.112356,0.047491,0.297590,-0.052114,-0.014616,0.050912,-0.048013,-0.287938,0.112208,-0.041096,0.035159,0.219610,0.213261,0.128432
-0.258119,1.469081,-0.054540,-0.513978,0.392417,0.195433,-0.357243,0.519677,1.171086,0.051483,0.287502,0.431214,-0.108482,-0.886680,0.273557,0.025137,-0.137165,0.271671,1.133493,-0.280394,0.157722,-0.087858,-0.566061,-0.706877,-0.292276
-0.002612,-0.054540,0.906563,0.200022,0.458469,-0.041434,0.259518,0.173183,0.011851,0.088685,0.032021,-0.053746,0.026646,0.187988,-0.142826,0.072627,-0.012860,-0.306148,-0.235785,-0.088797,-0.019658,-0.027824,-0.034987,0.101150,-0.149804
0.211698,-0.513978,0.200022,1.177651,-0.326355,-0.137885,0.256310,-0.481450,-0.960474,-0.051443,-0.042855,-0.258301,0.095433,0.625584,-0.116571,-0.035748,0.148723,-0.121489,-0.658496,0.350544,-0.094477,0.109839,0.719571,0.587526,0.319208
-0.201816,0.392417,0.458469,-0.326355,1.671979,0.019439,0.522474,0.946699,0.915636,0.366904,0.091322,0.218944,0.099363,-0.088194,0.035766,0.235457,-0.052244,-0.116005,0.236876,-0.295282,0.080081,-0.092523,-0.615803,-0.201239,-0.695713
-0.065592,0.195433,-0.041434,-0.137885,0.019439,0.769661,-0.238996,0.070397,0.297590,-0.112671,-0.005439,0.086275,-0.138826,-0.505609,0.042427,-0.032680,-0.065006,0.075565,0.348990,-0.088241,0.031556,-0.027649,-0.147258,-0.248334,-0.050959
0.088551,-0.357243,0.259518,0.256310,0.522474,-0.238996,1.554169,0.102457,-0.401756,0.325585,0.055656,-0.189931,0.324429,1.084322,-0.085267,0.382489,0.239315,-0.198252,-0.845344,0.251063,-0.069469,0.078668,0.292221,0.843737,-0.069096
-0.230039,0.519677,0.173183,-0.481450,0.946699,0.070397,0.102457,1.517168,1.043685,0.555326,0.066652,0.404713,0.134721,-0.319390,0.145098,0.146737,-0.110838,0.019230,0.559984,-0.393127,0.148029,-0.123182,-0.816787,-0.495722,-0.537168
-0.511671,1.171086,0.011851,-0.960474,0.915636,0.297590,-0.401756,1.043685,2.321446,0.094658,0.140401,0.509760,-0.215468,-1.350165,0.236443,0.066314,-0.230989,0.217835,1.306374,-0.509086,0.186451,-0.159516,-0.996369,-0.967563,-0.582696
-0.020863,0.051483,0.088685,-0.051443,0.366904,-0.112671,0.325585,0.555326,0.094658,1.270157,0.003795,0.484288,0.568410,0.511190,0.232838,0.113090,0.081536,0.057748,0.068218,-0.031643,0.177134,-0.009915,-0.177181,0.027207,-0.165536
-0.030946,0.287502,0.032021,-0.042855,0.091322,-0.005439,0.055656,0.066652,0.140401,0.003795,0.800058,-0.059204,-0.013142,0.024676,-0.065503,0.008312,-0.003294,-0.070509,-0.166419,-0.018593,-0.021655,-0.005826,-0.027451,0.054647,-0.036107
-0.112356,0.431214,-0.053746,-0.258301,0.218944,0.086275,-0.189931,0.404713,0.509760,0.484288,-0.059204,1.293305,0.161787,-0.391431,0.357641,0.042365,-0.047919,0.301434,0.984191,-0.150111,0.473043,-0.047035,-0.360682,-0.507391,-0.176798
0.047491,-0.108482,0.026646,0.095433,0.099363,-0.138826,0.324429,0.134721,-0.215468,0.568410,-0.013142,0.161787,1.100220,0.629854,0.410628,0.066372,0.203471,0.130436,-0.120398,0.136886,0.059176,0.042892,0.091619,0.237250,-0.002111
0.297590,-0.886680,0.187988,0.625584,-0.088194,-0.505609,1.084322,-0.319390,-1.350165,0.511190,0.024676,-0.391431,0.629854,2.293944,-0.192489,0.148271,0.294934,-0.342839,-1.583367,0.400348,-0.143171,0.125444,0.668108,1.126688,0.231203
-0.052114,0.273557,-0.142826,-0.116571,0.035766,0.042427,-0.085267,0.145098,0.236443,0.232838,-0.065503,0.357641,0.410628,-0.192489,1.262937,-0.006340,0.360182,0.632343,0.751145,0.171909,0.130812,0.053866,-0.039422,-0.112732,-0.022915
-0.014616,0.025137,0.072627,-0.035748,0.235457,-0.032680,0.382489,0.146737,0.066314,0.113090,0.008312,0.042365,0.066372,0.148271,-0.006340,0.828663,-0.045679,-0.044701,0.004001,-0.095504,0.015495,-0.029925,-0.133110,-0.138573,-0.112169
0.050912,-0.137165,-0.012860,0.148723,-0.052244,-0.065006,0.239315,-0.110838,-0.230989,0.081536,-0.003294,-0.047919,0.203471,0.294934,0.360182,-0.045679,0.961642,0.158351,-0.212674,0.321852,-0.017527,0.100849,0.330965,0.604380,0.117128
-0.048013,0.271671,-0.306148,-0.121489,-0.116005,0.075565,-0.198252,0.019230,0.217835,0.057748,-0.070509,0.301434,0.130436,-0.342839,0.632343,-0.044701,0.158351,1.210876,0.770727,0.402283,0.110253,0.126051,0.074672,-0.126184,0.058046
-0.287938,1.133493,-0.235785,-0.658496,0.236876,0.348990,-0.845344,0.559984,1.306374,0.068218,-0.166419,0.984191,-0.120398,-1.583367,0.751145,0.004001,-0.212674,0.770727,2.636030,-0.380946,0.359980,-0.119365,-0.814811,-1.420971,-0.321204
0.112208,-0.280394,-0.088797,0.350544,-0.295282,-0.088241,0.251063,-0.393127,-0.509086,-0.031643,-0.018593,-0.150111,0.136886,0.400348,0.171909,-0.095504,0.321852,0.402283,-0.380946,1.380919,-0.054905,0.432695,0.882556,0.849933,0.359655
-0.041096,0.157722,-0.019658,-0.094477,0.080081,0.031556,-0.069469,0.148029,0.186451,0.177134,-0.021655,0.473043,0.059176,-0.143171,0.130812,0.015495,-0.017527,0.110253,0.359980,-0.054905,0.831241,-0.017204,-0.131924,-0.185585,-0.064666
0.035159,-0.087858,-0.027824,0.109839,-0.092523,-0.027649,0.078668,-0.123182,-0.159516,-0.009915,-0.005826,-0.047035,0.042892,0.125444,0.053866,-0.029925,0.100849,0.126051,-0.119365,0.432695,-0.017204,0.793800,0.276539,0.266317,0.112694
